hour,day,month,year,cloud_coverage,Visibility,temperature,dew_point,relative_humidity,wind_speed,station_pressure,altimeter,solar_energy
15,25,2,2016,0.56,10.0,2.78,-2.08,67.96,14.08,29.27,30.06,1499.0
16,25,2,2016,0.89,10.0,2.85,-1.99,69.24,12.4,29.29,30.08,522.25
17,25,2,2016,1.0,10.0,2.35,-1.2,73.84,9.08,29.31,30.1,40.9
6,26,2,2016,0.0,10.0,-3.15,-4.36,84.16,7.0,29.46,30.26,67.42
7,26,2,2016,0.0,10.0,-2.48,-4.35,81.92,7.28,29.47,30.27,1036.25
8,26,2,2016,0.0,10.0,-1.37,-4.19,75.4,9.32,29.5,30.3,1813.0
9,26,2,2016,0.0,10.0,-0.37,-4.24,72.12,9.0,29.51,30.31,3085.5
10,26,2,2016,0.56,10.0,0.74,-4.4,65.6,8.28,29.51,30.31,3718.75
11,26,2,2016,0.98,10.0,1.33,-5.34,61.04,8.96,29.5,30.3,2593.5
12,26,2,2016,1.0,10.0,1.32,-5.04,61.88,9.52,29.48,30.28,2671.75
13,26,2,2016,1.0,10.0,1.05,-4.0,66.8,9.8,29.45,30.25,1015.25
14,26,2,2016,1.0,10.0,0.92,-3.41,70.84,10.68,29.44,30.24,573.0
15,26,2,2016,0.76,10.0,0.69,-3.21,61.0,11.67,24.3,30.23,388.75
16,26,2,2016,1.0,10.0,0.36,-3.45,74.24,13.0,29.42,30.22,183.28
17,26,2,2016,1.0,10.0,-0.07,-3.22,76.16,9.2,29.41,30.21,45.44
6,27,2,2016,0.0,6.36,-2.62,-3.56,89.92,6.08,29.3,30.09,46.09
7,27,2,2016,0.0,5.64,-1.46,-2.56,89.96,7.16,29.29,30.08,902.0
8,27,2,2016,0.0,7.88,0.65,-0.89,85.48,9.28,29.29,30.08,2483.75
9,27,2,2016,0.0,9.84,3.11,0.17,77.32,12.44,29.28,30.07,3690.5
10,27,2,2016,0.0,10.0,5.27,0.58,69.28,14.4,29.26,30.05,4440.0
11,27,2,2016,0.0,10.0,7.21,2.06,67.48,12.44,29.26,30.05,4644.75
12,27,2,2016,0.0,10.0,8.94,3.33,68.0,15.64,29.24,30.03,4638.5
13,27,2,2016,0.0,10.0,10.19,3.49,62.84,19.28,29.2,29.99,4439.25
14,27,2,2016,0.0,10.0,11.1,3.63,58.92,18.0,29.17,29.96,3778.0
15,27,2,2016,0.0,10.0,11.78,3.78,56.12,16.8,29.15,29.94,2664.0
16,27,2,2016,0.0,10.0,11.57,3.45,56.2,14.8,29.15,29.94,1197.25
17,27,2,2016,0.0,10.0,9.99,3.16,58.92,12.8,29.14,29.93,110.94
6,28,2,2016,0.0,10.0,6.05,3.16,74.32,15.68,28.95,29.74,58.07
7,28,2,2016,0.0,10.0,6.82,3.45,74.2,15.44,28.95,29.73,988.0
8,28,2,2016,0.0,10.0,9.32,4.64,69.96,18.44,28.93,29.72,2474.5
9,28,2,2016,0.0,10.0,12.26,6.22,64.08,24.16,28.91,29.7,3573.0
10,28,2,2016,0.0,10.0,15.05,7.54,62.0,22.92,28.88,29.66,4152.5
11,28,2,2016,0.0,10.0,16.79,8.64,57.28,22.47,28.85,29.63,4410.0
12,28,2,2016,0.0,10.0,18.03,9.13,55.36,25.64,28.8,29.58,4487.25
13,28,2,2016,0.0,10.0,18.64,9.48,54.08,26.2,28.77,29.55,4029.0
14,28,2,2016,0.0,10.0,18.23,8.62,50.68,31.4,28.76,29.54,1838.5
15,28,2,2016,0.56,10.0,17.2,8.43,53.44,23.92,28.76,29.54,201.73
16,28,2,2016,0.04,10.0,16.05,9.1,21.38,20.08,8.51,29.54,18.88
17,28,2,2016,0.04,10.0,15.08,10.07,21.85,17.12,8.51,29.55,26.03
6,29,2,2016,0.0,10.0,-0.61,-1.05,89.96,7.4,29.18,29.97,85.79
7,29,2,2016,0.0,10.0,0.35,-0.63,88.8,8.68,29.2,29.99,1114.5
8,29,2,2016,0.0,10.0,2.32,-0.11,82.12,11.6,29.21,30.0,2518.5
9,29,2,2016,0.0,10.0,5.01,0.89,73.56,13.96,29.21,30.0,3715.25
10,29,2,2016,0.0,10.0,7.35,1.68,65.24,14.04,29.21,30.0,4304.25
11,29,2,2016,0.0,10.0,9.43,2.31,57.8,16.56,29.2,29.99,3696.25
12,29,2,2016,0.0,10.0,11.53,1.25,48.56,19.4,29.18,29.97,4667.25
13,29,2,2016,0.0,10.0,13.17,0.79,41.48,18.8,29.15,29.94,4480.75
14,29,2,2016,0.0,10.0,14.13,1.84,42.96,16.52,29.15,29.94,3779.25
15,29,2,2016,0.0,10.0,14.48,2.34,20.67,19.68,8.52,29.93,2665.25
16,29,2,2016,0.0,10.0,14.09,2.68,20.83,16.2,8.52,29.93,1135.0
17,29,2,2016,0.0,10.0,12.24,2.78,20.94,9.88,8.52,29.93,100.01
6,1,3,2016,0.71,10.0,4.4,2.12,83.44,9.48,28.93,29.72,11.68
7,1,3,2016,0.99,10.0,5.53,2.65,81.68,8.64,28.91,29.69,252.25
8,1,3,2016,0.97,10.0,6.86,3.42,80.6,7.04,28.89,29.68,544.75
9,1,3,2016,0.73,10.0,8.26,4.45,76.76,8.4,28.87,29.66,412.5
10,1,3,2016,1.0,9.96,8.28,5.5,78.29,12.69,28.87,29.65,564.75
11,1,3,2016,1.0,8.04,3.35,3.24,87.85,20.5,28.89,29.68,410.0
12,1,3,2016,1.0,2.08,0.94,0.64,93.16,23.12,28.92,29.71,340.75
13,1,3,2016,1.0,8.08,0.04,-0.7,90.4,24.52,28.96,29.75,491.25
14,1,3,2016,1.0,6.92,-0.85,-1.95,87.16,22.49,29.0,29.79,535.5
15,1,3,2016,1.0,10.0,-1.74,-3.58,84.04,22.44,29.07,29.86,302.5
16,1,3,2016,1.0,10.0,-2.2,-4.96,79.28,22.56,29.12,29.91,160.5
17,1,3,2016,1.0,10.0,-2.42,-5.68,75.0,20.44,29.17,29.96,34.12
6,2,3,2016,0.0,10.0,-8.53,-10.32,75.24,6.04,29.38,30.18,94.71
7,2,3,2016,0.0,10.0,-7.0,-9.93,74.28,5.32,29.39,30.19,1198.25
8,2,3,2016,0.0,10.0,-5.15,-10.15,64.8,6.72,29.42,30.22,2782.0
9,2,3,2016,0.0,10.0,-3.66,-10.04,59.04,6.68,29.43,30.23,3831.0
10,2,3,2016,0.0,10.0,-2.37,-9.08,56.84,5.88,29.42,30.22,4597.25
11,2,3,2016,0.0,10.0,-1.06,-8.98,51.72,6.08,29.4,30.2,4713.75
12,2,3,2016,0.0,10.0,0.28,-10.12,45.44,6.68,29.38,30.18,4553.75
13,2,3,2016,0.0,10.0,1.46,-11.14,37.96,8.12,29.36,30.16,4055.75
14,2,3,2016,0.0,10.0,1.9,-11.34,35.6,6.08,29.34,30.13,2462.5
15,2,3,2016,0.0,10.0,2.41,-10.84,36.36,7.72,29.31,30.11,1918.5
16,2,3,2016,0.41,10.0,2.64,-9.91,39.08,7.68,29.31,30.1,1210.75
17,2,3,2016,0.99,10.0,2.24,-7.6,46.72,8.12,29.31,30.1,53.77
6,3,3,2016,1.0,10.0,0.97,-1.26,84.64,8.76,29.19,29.98,13.8
7,3,3,2016,1.0,10.0,1.18,-1.07,86.77,6.8,29.19,29.98,57.68
8,3,3,2016,1.0,7.31,1.2,-0.67,90.31,7.69,29.2,29.99,130.25
9,3,3,2016,1.0,2.69,1.24,-0.16,94.2,7.46,29.21,30.0,205.0
10,3,3,2016,1.0,2.78,1.57,0.17,94.19,9.12,29.21,30.0,340.5
11,3,3,2016,1.0,2.84,2.17,0.48,95.88,7.72,29.21,30.0,580.25
12,3,3,2016,1.0,1.44,2.56,0.89,95.88,6.76,29.19,29.98,397.25
13,3,3,2016,1.0,1.6,3.07,1.32,97.28,7.08,29.18,29.97,390.25
14,3,3,2016,1.0,1.89,3.37,1.74,95.78,6.81,29.16,29.96,425.5
15,3,3,2016,1.0,1.69,3.6,2.11,95.93,6.9,29.16,29.96,328.75
16,3,3,2016,1.0,1.17,3.37,1.81,96.0,7.81,29.17,29.96,75.0
17,3,3,2016,1.0,1.56,2.27,1.48,95.89,9.63,29.19,29.99,11.55
6,4,3,2016,0.0,10.0,-2.49,-4.74,84.04,6.36,29.37,30.17,133.71
7,4,3,2016,0.0,10.0,-2.16,-5.22,79.44,7.64,29.4,30.2,1272.25
8,4,3,2016,0.0,10.0,-1.16,-4.99,74.76,7.44,29.41,30.21,2757.0
9,4,3,2016,0.0,10.0,-0.07,-4.77,70.08,4.36,29.43,30.23,3949.75
10,4,3,2016,0.0,10.0,0.94,-3.97,69.68,6.44,29.42,30.22,4293.5
11,4,3,2016,0.42,10.0,1.85,-4.27,64.24,5.36,29.42,30.22,4337.25
12,4,3,2016,0.52,10.0,2.6,-3.57,64.56,4.16,29.41,30.21,4036.25
13,4,3,2016,0.54,10.0,3.13,-3.68,61.92,0.12,29.41,30.21,3158.25
14,4,3,2016,0.3,10.0,3.8,-2.65,64.48,2.04,29.39,30.19,3276.75
15,4,3,2016,0.38,10.0,4.33,-2.34,61.92,4.8,29.35,30.15,2114.25
16,4,3,2016,0.01,10.0,4.48,-2.06,61.92,6.68,29.35,30.14,996.0
17,4,3,2016,0.0,10.0,3.64,-1.65,67.04,6.28,29.34,30.13,115.86
6,5,3,2016,1.0,2.54,2.06,1.78,93.85,8.42,29.26,30.05,16.92
7,5,3,2016,1.0,1.63,2.36,2.05,95.7,7.23,29.26,30.05,270.38
8,5,3,2016,1.0,2.5,3.14,2.22,91.77,11.08,29.27,30.06,983.0
9,5,3,2016,1.0,3.32,4.23,2.63,86.96,8.64,29.27,30.06,1379.5
10,5,3,2016,1.0,4.54,5.27,2.65,81.46,12.08,29.28,30.07,1422.5
11,5,3,2016,1.0,8.12,6.16,1.96,74.39,14.61,29.29,30.08,1907.75
12,5,3,2016,1.0,9.93,6.3,1.66,71.16,14.59,29.3,30.1,1477.5
13,5,3,2016,1.0,10.0,6.41,1.95,72.49,13.32,29.31,30.11,934.25
14,5,3,2016,1.0,10.0,6.44,2.23,70.76,15.08,29.33,30.12,551.75
15,5,3,2016,1.0,10.0,6.27,1.44,68.23,15.85,29.35,30.15,602.75
16,5,3,2016,1.0,10.0,5.79,1.38,70.69,12.73,29.37,30.17,153.75
17,5,3,2016,1.0,10.0,5.1,1.88,78.68,12.32,29.39,30.19,23.8
6,6,3,2016,0.87,2.13,-1.01,-0.17,95.06,6.47,29.46,30.27,140.66
7,6,3,2016,0.31,2.67,0.2,-0.04,92.59,8.0,29.46,30.26,1203.0
8,6,3,2016,0.0,6.2,2.46,0.33,82.6,11.88,29.47,30.27,2532.5
9,6,3,2016,0.42,9.88,4.73,1.18,76.12,15.68,29.46,30.26,3664.5
10,6,3,2016,0.54,8.96,6.4,1.93,70.76,14.4,29.43,30.23,3558.5
11,6,3,2016,0.14,10.0,7.95,2.79,69.28,16.36,29.4,30.2,4355.0
12,6,3,2016,0.0,10.0,9.68,3.16,62.6,15.72,29.37,30.17,4572.0
13,6,3,2016,0.0,10.0,11.27,3.54,57.64,15.88,29.33,30.13,4266.75
14,6,3,2016,0.0,10.0,12.07,3.78,55.0,20.68,29.3,30.09,2315.75
15,6,3,2016,0.0,10.0,12.52,3.63,54.36,20.88,29.27,30.06,2020.5
16,6,3,2016,0.0,10.0,11.92,3.99,54.92,20.24,29.24,30.03,440.25
17,6,3,2016,0.0,10.0,10.85,4.5,63.72,17.56,29.23,30.02,44.58
6,7,3,2016,0.92,10.0,7.56,4.98,83.72,7.24,29.15,29.94,25.73
7,7,3,2016,0.74,10.0,8.22,5.74,83.96,10.96,29.16,29.95,149.38
8,7,3,2016,0.92,10.0,9.06,6.54,82.64,11.56,29.18,29.97,166.5
9,7,3,2016,1.0,8.76,9.73,8.6,90.8,14.76,29.17,29.96,159.6
10,7,3,2016,1.0,6.6,10.15,8.92,91.76,14.84,29.17,29.96,738.25
11,7,3,2016,1.0,10.0,11.45,9.29,83.0,16.0,29.16,29.95,606.75
12,7,3,2016,1.0,10.0,12.12,9.67,83.0,13.76,29.14,29.93,605.0
13,7,3,2016,1.0,10.0,13.87,9.82,80.88,11.56,29.12,29.91,2303.0
14,7,3,2016,0.99,10.0,16.94,11.82,76.92,15.04,29.1,29.89,2533.25
15,7,3,2016,0.99,10.0,18.23,11.3,61.36,15.92,29.09,29.88,1000.75
16,7,3,2016,0.91,10.0,17.11,10.68,64.16,12.16,29.09,29.88,286.75
17,7,3,2016,0.84,10.0,15.62,10.28,68.12,12.44,29.09,29.88,124.81
6,8,3,2016,0.48,10.0,11.63,8.54,78.72,9.0,29.2,29.99,92.2
7,8,3,2016,0.42,10.0,11.87,8.46,76.04,12.24,29.21,30.0,374.25
8,8,3,2016,0.0,10.0,13.33,8.65,73.72,14.44,29.2,29.99,1613.75
9,8,3,2016,0.0,10.0,16.16,10.79,70.84,18.8,29.18,29.97,3244.25
10,8,3,2016,0.0,10.0,17.58,12.06,66.92,21.48,29.18,29.97,3277.5
11,8,3,2016,0.0,10.0,19.12,12.37,62.36,22.76,29.18,29.97,3025.25
12,8,3,2016,0.28,10.0,19.62,12.5,60.84,24.04,29.17,29.96,1743.0
13,8,3,2016,0.01,10.0,20.32,12.5,60.36,21.52,29.14,29.93,3184.0
14,8,3,2016,0.42,10.0,21.73,12.68,55.0,20.32,29.12,29.91,3584.25
15,8,3,2016,0.42,10.0,21.55,13.44,55.72,20.64,29.11,29.9,2288.5
16,8,3,2016,0.42,10.0,21.09,13.66,60.28,17.92,29.1,29.89,876.5
17,8,3,2016,0.15,10.0,19.65,13.73,65.88,15.12,29.09,29.88,167.0
6,9,3,2016,0.91,10.0,15.11,12.76,83.88,10.68,29.11,29.9,60.13
7,9,3,2016,0.92,10.0,15.32,12.85,80.04,11.16,29.15,29.94,526.0
8,9,3,2016,0.88,10.0,16.68,13.59,80.08,14.0,29.17,29.96,964.75
9,9,3,2016,1.0,10.0,17.18,14.13,79.92,12.96,29.15,29.94,798.25
10,9,3,2016,1.0,10.0,17.85,13.98,76.71,11.99,29.16,29.95,965.0
11,9,3,2016,1.0,10.0,18.81,14.11,73.52,13.08,29.17,29.96,1463.0
12,9,3,2016,1.0,10.0,19.31,14.05,69.6,16.16,29.17,29.96,1090.5
13,9,3,2016,1.0,10.0,18.69,13.96,70.22,14.52,29.14,29.94,657.0
14,9,3,2016,1.0,9.89,18.59,14.28,75.32,12.18,29.13,29.92,844.5
15,9,3,2016,1.0,10.0,18.35,14.56,75.12,11.4,29.13,29.92,204.5
16,9,3,2016,1.0,10.0,17.49,14.76,80.24,8.4,29.15,29.94,112.08
17,9,3,2016,1.0,8.04,16.54,15.32,89.0,6.96,29.16,29.96,28.58
6,10,3,2016,1.0,9.96,9.14,7.7,88.78,7.7,29.22,30.01,10.43
7,10,3,2016,1.0,10.0,8.91,7.58,88.88,9.68,29.24,30.03,168.6
8,10,3,2016,1.0,8.08,9.1,7.97,89.32,9.4,29.25,30.04,444.0
9,10,3,2016,1.0,9.74,9.29,7.07,85.33,12.07,29.27,30.06,506.5
10,10,3,2016,0.38,8.92,9.37,7.19,44.41,12.54,15.97,30.08,746.25
11,10,3,2016,0.04,8.08,9.64,7.52,22.29,11.4,8.53,30.09,983.75
12,10,3,2016,0.04,9.8,10.28,7.35,22.41,11.4,8.53,30.09,1300.25
13,10,3,2016,0.04,10.0,10.24,7.68,22.29,9.28,8.53,30.08,795.5
14,10,3,2016,0.08,10.0,10.13,7.69,24.6,8.57,9.32,30.08,493.0
15,10,3,2016,0.04,9.96,10.32,7.49,22.29,7.12,8.53,30.08,438.75
16,10,3,2016,0.06,10.0,10.17,7.41,23.29,5.99,8.93,30.09,186.75
17,10,3,2016,0.03,9.92,10.17,7.24,22.17,6.72,8.53,30.1,55.37
6,11,3,2016,0.0,6.44,2.25,2.21,93.68,4.48,29.54,30.34,99.7
7,11,3,2016,0.0,5.8,3.35,2.53,93.36,8.32,29.52,30.32,653.25
8,11,3,2016,0.0,9.04,5.36,3.12,86.0,9.0,29.54,30.34,1657.5
9,11,3,2016,0.0,10.0,6.56,3.43,80.96,12.36,29.54,30.34,2441.0
10,11,3,2016,0.0,10.0,8.03,4.67,79.04,9.68,29.56,30.36,4003.75
11,11,3,2016,0.0,10.0,10.14,5.54,71.44,7.08,29.56,30.36,4186.75
12,11,3,2016,0.0,10.0,12.18,6.3,65.16,7.28,29.56,30.36,4209.75
13,11,3,2016,0.0,10.0,13.29,6.26,60.92,7.0,29.53,30.33,3689.25
14,11,3,2016,0.0,10.0,14.03,6.55,58.16,6.92,29.51,30.31,2446.5
15,11,3,2016,0.0,10.0,14.35,7.21,58.16,7.96,29.49,30.29,2019.5
16,11,3,2016,0.0,10.0,14.11,7.26,60.16,8.6,29.48,30.28,982.5
17,11,3,2016,0.0,10.0,12.97,7.42,65.4,7.08,29.46,30.26,177.85
6,12,3,2016,0.72,3.2,7.13,6.64,95.04,1.92,29.38,30.17,73.38
7,12,3,2016,0.44,2.68,7.8,6.76,93.0,4.04,29.38,30.18,365.5
8,12,3,2016,0.39,3.08,9.03,7.39,93.68,5.96,29.36,30.16,741.0
9,12,3,2016,0.72,4.08,10.27,8.35,90.62,6.19,29.36,30.16,664.75
10,12,3,2016,0.98,5.04,11.29,8.79,87.12,6.23,29.35,30.15,1419.75
11,12,3,2016,0.99,6.36,12.7,9.44,81.92,6.68,29.33,30.12,1616.75
12,12,3,2016,1.0,8.04,13.64,10.08,77.69,7.69,29.3,30.09,959.0
13,12,3,2016,1.0,9.96,14.24,10.0,73.2,9.92,29.27,30.06,1284.75
14,12,3,2016,1.0,10.0,14.55,9.74,72.12,9.04,29.24,30.03,705.75
15,12,3,2016,1.0,10.0,14.36,9.41,72.46,8.31,29.23,30.02,382.5
16,12,3,2016,1.0,10.0,14.04,9.71,75.0,7.76,29.23,30.02,226.0
17,12,3,2016,1.0,10.0,13.5,9.89,79.0,8.15,29.21,30.0,45.11
6,13,3,2016,1.0,0.65,12.05,11.7,99.84,8.92,29.0,29.79,0.0
7,13,3,2016,1.0,1.29,12.21,11.78,97.44,10.2,28.99,29.78,18.03
8,13,3,2016,1.0,1.37,12.72,12.18,98.62,9.16,28.98,29.77,107.78
9,13,3,2016,1.0,2.49,13.68,12.87,99.74,7.89,28.97,29.76,180.25
10,13,3,2016,1.0,5.04,14.52,14.05,99.77,6.46,28.96,29.75,500.75
11,13,3,2016,1.0,6.61,15.17,14.85,97.77,7.11,28.94,29.73,666.25
12,13,3,2016,1.0,7.23,15.82,15.52,96.39,5.5,28.92,29.71,1004.5
13,13,3,2016,1.0,9.72,16.53,15.41,91.72,6.53,28.9,29.69,941.25
14,13,3,2016,1.0,10.0,17.02,15.69,89.54,6.42,28.9,29.68,1362.5
15,13,3,2016,0.99,9.79,16.77,15.37,87.54,6.85,28.89,29.67,1359.25
16,13,3,2016,1.0,8.4,16.41,15.49,90.96,7.72,28.88,29.67,621.25
17,13,3,2016,1.0,10.0,16.03,15.58,93.83,6.18,28.89,29.67,190.25
6,14,3,2016,1.0,3.09,12.37,12.52,99.73,3.52,28.91,29.7,0.0
7,14,3,2016,1.0,2.31,12.43,12.48,99.7,2.08,28.92,29.7,39.5
8,14,3,2016,1.0,6.26,12.75,12.52,98.15,2.59,28.92,29.7,293.75
9,14,3,2016,1.0,8.15,12.99,12.25,93.0,3.7,28.92,29.7,373.0
10,14,3,2016,1.0,4.84,13.29,12.51,95.51,5.81,28.92,29.7,747.25
11,14,3,2016,1.0,6.61,13.56,12.51,95.51,6.65,28.92,29.71,1059.0
12,14,3,2016,1.0,7.44,13.39,12.21,91.8,7.44,28.92,29.71,1020.75
13,14,3,2016,1.0,9.04,13.59,12.24,87.96,8.4,28.91,29.69,988.25
14,14,3,2016,0.92,10.0,14.13,12.47,84.12,6.48,28.9,29.69,1192.25
15,14,3,2016,0.92,10.0,14.27,12.51,83.96,6.64,28.92,29.7,1068.5
16,14,3,2016,1.0,10.0,13.98,12.38,83.96,7.4,28.92,29.71,419.75
17,14,3,2016,1.0,10.0,13.5,11.93,87.77,8.81,28.95,29.74,114.73
6,15,3,2016,0.95,0.99,9.1,9.53,99.71,8.55,28.95,29.74,0.03
7,15,3,2016,0.97,0.68,10.57,10.62,98.72,10.04,28.96,29.75,192.08
8,15,3,2016,0.28,7.44,12.63,12.32,96.2,15.4,28.95,29.74,1152.25
9,15,3,2016,0.15,10.0,14.8,12.85,87.96,17.68,28.93,29.72,2228.25
10,15,3,2016,0.63,10.0,17.26,14.45,81.96,17.16,28.92,29.71,3162.5
11,15,3,2016,0.99,10.0,19.01,14.91,76.32,20.64,28.9,29.68,3298.75
12,15,3,2016,0.63,10.0,20.61,14.54,69.52,19.44,28.86,29.64,3766.0
13,15,3,2016,0.0,10.0,21.86,14.62,63.92,18.12,28.82,29.6,4354.0
14,15,3,2016,0.0,10.0,22.7,14.8,60.8,21.36,28.78,29.56,4048.75
15,15,3,2016,0.0,10.0,23.17,15.01,59.84,19.6,28.75,29.53,3710.0
16,15,3,2016,0.0,10.0,23.24,15.07,58.56,18.72,28.72,29.5,2547.0
17,15,3,2016,0.14,10.0,22.24,15.42,61.92,12.08,28.72,29.5,1272.75
6,16,3,2016,0.97,10.0,8.84,5.86,79.16,21.36,28.89,29.67,0.08
7,16,3,2016,0.26,10.0,9.25,5.97,77.84,21.2,28.92,29.71,208.53
8,16,3,2016,0.0,10.0,10.68,6.0,73.16,24.48,28.95,29.74,1534.75
9,16,3,2016,0.0,10.0,12.39,5.5,64.68,27.16,28.98,29.77,2990.0
10,16,3,2016,0.0,10.0,13.57,4.06,52.72,28.04,29.01,29.8,4107.0
11,16,3,2016,0.43,10.0,14.8,2.54,42.92,25.64,29.02,29.81,4652.75
12,16,3,2016,0.28,9.04,15.41,0.19,35.64,28.16,29.03,29.82,4340.0
13,16,3,2016,0.44,9.04,15.76,-0.78,32.6,28.44,29.03,29.82,4254.25
14,16,3,2016,0.55,10.0,16.32,-0.23,31.92,24.24,29.04,29.83,3874.5
15,16,3,2016,0.45,10.0,16.09,-0.09,31.6,22.04,29.04,29.83,3020.25
16,16,3,2016,0.54,10.0,15.54,-1.35,30.48,21.0,29.05,29.84,2792.5
17,16,3,2016,0.14,9.88,14.45,-1.46,32.52,18.84,29.06,29.85,1336.75
6,17,3,2016,0.0,10.0,4.13,0.87,72.72,10.12,29.13,29.92,0.78
7,17,3,2016,0.0,10.0,6.74,1.3,65.23,9.52,29.14,29.93,306.65
8,17,3,2016,0.0,10.0,9.44,1.43,57.12,14.8,29.14,29.93,1584.75
9,17,3,2016,0.0,10.0,11.27,1.59,50.64,14.0,29.15,29.94,3004.25
10,17,3,2016,0.0,10.0,13.24,1.22,43.92,12.92,29.16,29.95,4059.0
11,17,3,2016,0.0,10.0,14.82,-0.89,34.08,14.96,29.15,29.94,4616.5
12,17,3,2016,0.29,10.0,15.52,-2.45,28.64,21.4,29.14,29.93,4517.75
13,17,3,2016,0.63,10.0,15.4,-2.51,28.12,16.88,29.12,29.91,4018.0
14,17,3,2016,0.64,10.0,15.42,-3.28,25.68,18.72,29.12,29.91,4355.25
15,17,3,2016,0.65,10.0,15.33,-4.11,26.36,18.08,29.12,29.91,3236.5
16,17,3,2016,0.4,10.0,14.73,-4.35,25.52,19.04,29.12,29.91,1731.5
17,17,3,2016,0.52,10.0,13.5,-3.89,27.96,14.04,29.14,29.93,1297.5
6,18,3,2016,0.0,10.0,1.26,-0.95,77.32,7.04,29.27,30.07,1.69
7,18,3,2016,0.0,10.0,3.15,-1.83,67.68,8.24,29.29,30.08,281.13
8,18,3,2016,0.0,10.0,5.2,-1.9,60.24,9.68,29.3,30.09,1406.5
9,18,3,2016,0.0,10.0,6.77,-2.03,53.0,10.76,29.31,30.11,2927.75
10,18,3,2016,0.0,10.0,7.26,-2.3,50.48,8.68,29.33,30.12,3728.5
11,18,3,2016,0.0,10.0,7.78,-2.56,47.28,8.64,29.33,30.12,2512.5
12,18,3,2016,0.0,10.0,8.87,-2.08,45.48,7.36,29.31,30.1,3581.0
13,18,3,2016,0.0,10.0,9.77,-2.6,41.88,5.2,29.28,30.07,4331.25
14,18,3,2016,0.14,10.0,10.22,-2.51,39.32,7.24,29.27,30.06,3667.75
15,18,3,2016,0.45,10.0,10.16,-2.81,38.0,7.24,29.28,30.07,2350.0
16,18,3,2016,0.84,10.0,9.69,-3.39,37.68,9.28,29.28,30.07,1018.25
17,18,3,2016,1.0,10.0,9.14,-2.92,41.64,8.08,29.28,30.07,450.5
6,19,3,2016,1.0,10.0,2.08,0.67,85.84,9.28,29.33,30.12,0.0
7,19,3,2016,0.99,10.0,2.68,1.12,88.72,8.68,29.34,30.14,114.38
8,19,3,2016,0.56,10.0,4.05,1.06,78.88,9.32,29.34,30.14,723.5
9,19,3,2016,1.0,10.0,5.41,0.96,72.16,7.72,29.34,30.14,2003.0
10,19,3,2016,0.92,10.0,6.74,-0.36,58.96,6.72,29.35,30.14,3010.75
11,19,3,2016,0.5,10.0,7.89,-0.94,52.64,6.8,29.34,30.13,2946.0
12,19,3,2016,0.55,10.0,7.9,-2.58,44.08,5.68,29.34,30.13,2477.25
13,19,3,2016,1.0,10.0,7.92,-1.96,48.8,6.16,29.34,30.13,1000.5
14,19,3,2016,1.0,10.0,7.72,-1.03,52.0,6.4,29.34,30.13,563.75
15,19,3,2016,1.0,10.0,7.55,-1.27,51.92,4.48,29.33,30.12,451.25
16,19,3,2016,1.0,10.0,7.07,-0.48,55.92,9.04,29.33,30.12,291.0
17,19,3,2016,1.0,10.0,6.57,-0.13,59.2,8.08,29.34,30.13,116.93
6,20,3,2016,0.54,10.0,1.32,-0.2,87.56,9.6,29.36,30.15,1.97
7,20,3,2016,0.14,10.0,2.15,-0.95,79.4,10.88,29.36,30.16,305.43
8,20,3,2016,0.28,10.0,3.43,-1.59,66.72,10.64,29.37,30.17,1629.25
9,20,3,2016,0.0,10.0,5.11,-3.16,54.88,11.44,29.39,30.18,3076.75
10,20,3,2016,0.57,10.0,6.32,-3.78,47.72,11.76,29.39,30.18,4093.75
11,20,3,2016,0.82,10.0,6.64,-2.22,52.64,12.8,29.38,30.17,4470.0
12,20,3,2016,0.91,10.0,6.9,-2.13,51.44,11.8,29.36,30.16,2626.0
13,20,3,2016,0.83,10.0,7.12,-4.54,41.6,15.36,29.35,30.14,2112.0
14,20,3,2016,1.0,10.0,7.19,-5.06,40.08,14.48,29.34,30.14,1401.0
15,20,3,2016,1.0,10.0,6.89,-4.42,43.2,15.2,29.34,30.14,1469.75
16,20,3,2016,1.0,10.0,6.71,-4.27,44.12,14.92,29.35,30.14,871.25
17,20,3,2016,0.91,10.0,6.32,-4.24,45.4,12.52,29.36,30.16,724.0
6,21,3,2016,0.0,10.0,-1.77,-3.18,85.0,7.68,29.4,30.2,2.21
7,21,3,2016,0.0,10.0,0.5,-1.92,80.08,7.92,29.41,30.21,421.95
8,21,3,2016,0.0,10.0,3.63,-1.41,68.0,8.96,29.42,30.22,1560.5
9,21,3,2016,0.0,10.0,5.62,-2.1,56.48,9.04,29.43,30.23,3097.5
10,21,3,2016,0.28,10.0,7.01,-2.44,50.2,10.2,29.41,30.21,4184.25
11,21,3,2016,0.29,10.0,8.12,-2.74,45.44,10.36,29.41,30.21,4608.75
12,21,3,2016,0.63,10.0,9.26,-2.46,43.36,12.8,29.4,30.2,4096.5
13,21,3,2016,0.43,10.0,10.15,-2.38,40.36,15.48,29.36,30.16,4291.75
14,21,3,2016,0.15,9.04,11.04,-2.6,38.28,12.48,29.34,30.13,4471.75
15,21,3,2016,0.0,10.0,11.49,-2.72,36.28,12.76,29.31,30.11,4042.25
16,21,3,2016,0.0,10.0,11.66,-3.0,34.32,10.36,29.29,30.08,2907.0
17,21,3,2016,0.0,10.0,10.86,-2.99,36.4,9.28,29.28,30.07,1460.25
